Date,Level1,Level2,Level3,Level4
2019-03-12 07:00:00,48,37.2,24.0,10.73
2019-03-12 08:00:00,40,36.4,78.3,10.43
2019-03-12 09:00:00,75,34.3,71.8,9.5
2019-03-12 10:00:00,69,25.2,36.6,10.99
2019-03-12 11:00:00,76,37.5,13.3,10.23
2019-03-12 12:00:00,44,22.1,76.8,9.56
2019-03-12 13:00:00,67,36.9,22.7,10.91
2019-03-12 14:00:00,20,27.6,55.8,10.57
2019-03-12 15:00:00,49,16.6,79.6,9.27
2019-03-12 16:00:00,58,35.3,34.7,9.82
2019-03-12 17:00:00,73,36.1,52.3,9.09
2019-03-12 18:00:00,77,18.5,30.4,10.86
2019-03-12 19:00:00,61,32.3,22.0,9.04
2019-03-12 20:00:00,74,15.6,19.4,9.34
2019-03-12 21:00:00,26,24.9,42.8,10.15
2019-03-12 22:00:00,75,27.3,41.9,9.8
2019-03-12 23:00:00,14,30.7,74.8,9.66
2019-03-13 00:00:00,34,34.4,24.1,10.23
2019-03-13 01:00:00,63,27.9,43.2,10.47
2019-03-13 02:00:00,55,24.7,48.7,9.62
2019-03-13 03:00:00,68,20.9,20.6,9.77
2019-03-13 04:00:00,61,34.5,44.0,9.2
2019-03-13 05:00:00,35,19.4,42.7,10.36
2019-03-13 06:00:00,59,15.0,22.4,10.88
2019-03-13 07:00:00,67,29.3,39.5,10.08
2019-03-13 08:00:00,49,27.9,24.2,10.31
2019-03-13 09:00:00,64,17.9,37.3,9.44
2019-03-13 10:00:00,52,25.6,30.0,9.89
2019-03-13 11:00:00,74,19.4,47.0,10.7
2019-03-13 12:00:00,33,24.9,66.7,9.31
2019-03-13 13:00:00,16,25.6,64.9,9.8
2019-03-13 14:00:00,17,37.8,64.1,9.04
2019-03-13 15:00:00,40,24.2,64.7,10.42
2019-03-13 16:00:00,12,22.0,46.0,9.33
2019-03-13 17:00:00,45,14.8,59.6,9.83
2019-03-13 18:00:00,12,17.2,22.3,10.77
2019-03-13 19:00:00,61,24.6,55.6,10.29
2019-03-13 20:00:00,77,29.8,23.2,10.51
2019-03-13 21:00:00,25,24.0,20.0,9.18
2019-03-13 22:00:00,27,16.0,44.3,10.15
2019-03-13 23:00:00,74,20.3,36.8,9.96
2019-03-14 00:00:00,71,16.5,27.0,9.84
2019-03-14 01:00:00,18,36.0,18.8,10.87
2019-03-14 02:00:00,34,25.7,17.8,9.63
2019-03-14 03:00:00,39,33.9,25.6,9.61
2019-03-14 04:00:00,44,28.9,70.7,10.68
2019-03-14 05:00:00,34,15.1,36.0,9.66
2019-03-14 06:00:00,51,27.5,20.3,9.02
2019-03-14 07:00:00,37,24.6,62.6,9.83
2019-03-14 08:00:00,39,27.9,18.5,10.56
2019-03-14 09:00:00,42,28.5,51.9,9.03
2019-03-14 10:00:00,20,29.5,30.3,9.27
2019-03-14 11:00:00,52,22.6,16.5,9.44
2019-03-14 12:00:00,68,19.7,12.1,10.07
2019-03-14 13:00:00,37,17.8,64.5,10.49
2019-03-14 14:00:00,23,37.4,69.3,10.2
2019-03-14 15:00:00,42,31.1,19.6,10.72
2019-03-14 16:00:00,61,15.3,78.0,9.54
2019-03-14 17:00:00,54,33.5,38.3,9.88
2019-03-14 18:00:00,17,32.2,23.8,10.24
2019-03-14 19:00:00,41,34.5,47.0,9.06
2019-03-14 20:00:00,28,21.9,54.0,9.95
2019-03-14 21:00:00,27,28.3,53.7,9.89
2019-03-14 22:00:00,29,18.3,65.9,9.37
2019-03-14 23:00:00,10,35.3,79.4,9.31
2019-03-15 00:00:00,38,21.1,77.1,10.97
2019-03-15 01:00:00,38,30.6,50.1,9.75
2019-03-15 02:00:00,68,19.8,32.2,9.16
2019-03-15 03:00:00,71,24.3,34.0,9.31
2019-03-15 04:00:00,72,15.2,74.5,9.68
2019-03-15 05:00:00,61,32.8,69.6,10.2
2019-03-15 06:00:00,67,29.0,22.4,9.39
2019-03-15 07:00:00,14,34.0,64.4,10.78
2019-03-15 08:00:00,32,24.4,16.6,10.74
2019-03-15 09:00:00,47,36.3,39.5,9.19
2019-03-15 10:00:00,12,37.3,28.5,9.78
2019-03-15 11:00:00,36,17.3,32.9,10.12
2019-03-15 12:00:00,44,32.5,53.1,9.5
2019-03-15 13:00:00,32,18.0,58.2,10.98
2019-03-15 14:00:00,22,36.8,66.8,9.95
2019-03-15 15:00:00,30,19.1,54.5,10.85
2019-03-15 16:00:00,12,26.1,77.9,10.48
2019-03-15 17:00:00,47,34.7,57.6,10.94
2019-03-15 18:00:00,69,24.2,64.7,9.88
2019-03-15 19:00:00,56,26.7,47.5,10.9
2019-03-15 20:00:00,42,36.5,15.1,9.07
2019-03-15 21:00:00,72,27.4,40.7,9.14
2019-03-15 22:00:00,71,19.6,38.6,9.66
2019-03-15 23:00:00,15,22.5,78.3,10.21
2019-03-16 00:00:00,48,14.2,73.2,10.31
2019-03-16 01:00:00,37,21.3,54.2,9.27
2019-03-16 02:00:00,62,33.1,19.6,9.5
2019-03-16 03:00:00,51,16.1,27.4,10.22
2019-03-16 04:00:00,58,33.6,23.9,9.75
2019-03-16 05:00:00,42,19.8,45.6,9.64
2019-03-16 06:00:00,29,31.5,79.8,9.34
2019-03-16 07:00:00,68,17.1,51.8,10.26
2019-03-16 08:00:00,66,14.4,39.4,10.44
2019-03-16 09:00:00,48,37.9,14.5,10.75
2019-03-16 10:00:00,24,33.9,21.8,9.28
2019-03-16 11:00:00,33,30.2,58.7,9.81
2019-03-16 12:00:00,53,27.5,23.9,9.82
2019-03-16 13:00:00,25,25.6,44.0,9.72
2019-03-16 14:00:00,71,36.4,16.4,9.23
2019-03-16 15:00:00,78,25.0,79.7,9.62
2019-03-16 16:00:00,39,32.8,55.8,9.79
2019-03-16 17:00:00,64,30.8,44.1,9.13
2019-03-16 18:00:00,22,14.9,40.1,10.04
2019-03-16 19:00:00,28,19.7,23.9,9.73
2019-03-16 20:00:00,62,30.1,30.2,9.41
2019-03-16 21:00:00,73,36.7,78.5,9.92
2019-03-16 22:00:00,56,22.7,58.6,10.94
2019-03-16 23:00:00,50,34.9,45.7,9.26
2019-03-17 00:00:00,76,19.1,30.5,9.67
2019-03-17 01:00:00,60,34.4,64.0,9.73
2019-03-17 02:00:00,59,15.3,62.5,10.64
2019-03-17 03:00:00,57,31.7,66.4,10.13
2019-03-17 04:00:00,71,20.7,53.5,10.44
2019-03-17 05:00:00,60,21.3,66.4,10.47
2019-03-17 06:00:00,29,24.1,13.4,9.38
2019-03-17 07:00:00,29,27.2,73.8,10.09
2019-03-17 08:00:00,67,20.2,68.2,10.03
2019-03-17 09:00:00,74,35.0,48.6,9.68
2019-03-17 10:00:00,55,24.4,23.1,9.04
2019-03-17 11:00:00,34,29.8,43.9,10.3
2019-03-17 12:00:00,72,35.4,30.3,10.27
2019-03-17 13:00:00,34,32.6,62.8,9.82
2019-03-17 14:00:00,38,14.5,73.0,10.27
2019-03-17 15:00:00,46,15.3,69.8,9.41
2019-03-17 16:00:00,13,20.1,32.6,9.35
2019-03-17 17:00:00,76,20.4,46.5,10.96
2019-03-17 18:00:00,77,22.6,25.0,9.57
2019-03-17 19:00:00,55,29.4,60.6,9.04
2019-03-17 20:00:00,37,30.2,58.2,10.53
2019-03-17 21:00:00,52,21.7,64.2,10.7
2019-03-17 22:00:00,30,22.7,27.3,10.65
2019-03-17 23:00:00,75,14.0,33.4,9.39
2019-03-18 00:00:00,54,28.7,47.2,9.85
2019-03-18 01:00:00,68,22.8,78.2,9.04
2019-03-18 02:00:00,14,33.3,36.8,9.6
2019-03-18 03:00:00,76,35.8,60.4,10.5
2019-03-18 04:00:00,32,19.8,19.6,10.41
2019-03-18 05:00:00,38,31.9,59.8,10.27
2019-03-18 06:00:00,22,24.7,64.1,9.09
2019-03-18 07:00:00,58,35.8,45.6,9.89
2019-03-18 08:00:00,56,20.5,58.6,9.23
2019-03-18 09:00:00,13,18.2,55.2,10.09
2019-03-18 10:00:00,17,18.7,66.3,10.89
2019-03-18 11:00:00,54,28.7,79.5,10.12
2019-03-18 12:00:00,39,36.5,30.9,9.96
2019-03-18 13:00:00,19,17.0,77.2,9.64
2019-03-18 14:00:00,49,29.9,59.1,10.88
2019-03-18 15:00:00,64,37.2,70.8,10.12
2019-03-18 16:00:00,11,16.4,65.9,9.63
2019-03-18 17:00:00,69,37.6,33.3,9.82
2019-03-18 18:00:00,12,30.6,37.9,9.33
2019-03-18 19:00:00,29,33.8,21.1,9.13
2019-03-18 20:00:00,73,18.7,35.2,10.94
2019-03-18 21:00:00,20,29.9,29.4,10.16
2019-03-18 22:00:00,66,20.7,72.9,9.88
2019-03-18 23:00:00,30,15.2,76.9,10.39
2019-03-19 00:00:00,70,20.3,68.5,10.38
2019-03-19 01:00:00,30,15.6,42.0,10.07
2019-03-19 02:00:00,23,24.7,74.3,10.11
2019-03-19 03:00:00,37,27.1,41.4,9.24
2019-03-19 04:00:00,70,27.6,12.6,10.53
2019-03-19 05:00:00,33,28.4,15.7,9.65
2019-03-19 06:00:00,60,21.1,72.2,9.42
2019-03-19 07:00:00,41,29.3,31.7,9.97
2019-03-19 08:00:00,41,14.6,59.5,9.71
2019-03-19 09:00:00,78,34.4,40.4,9.19
2019-03-19 10:00:00,69,14.9,53.3,10.33
2019-03-19 11:00:00,29,31.7,37.6,9.86
2019-03-19 12:00:00,64,30.0,13.7,9.46
2019-03-19 13:00:00,72,25.1,31.7,10.63
2019-03-19 14:00:00,17,21.7,38.7,10.82
2019-03-19 15:00:00,23,25.6,62.8,9.42
2019-03-19 16:00:00,41,24.3,26.1,9.81
2019-03-19 17:00:00,31,27.6,43.5,9.22
2019-03-19 18:00:00,55,25.3,54.7,10.53
2019-03-19 19:00:00,10,32.6,58.3,10.89
2019-03-19 20:00:00,47,31.3,17.9,10.86
2019-03-19 21:00:00,21,28.2,34.3,9.33
2019-03-19 22:00:00,54,25.0,18.8,9.07
2019-03-19 23:00:00,30,15.9,79.1,9.26
2019-03-20 00:00:00,49,34.2,70.6,9.72
2019-03-20 01:00:00,60,15.9,55.5,9.47
2019-03-20 02:00:00,29,25.1,59.2,10.1
2019-03-20 03:00:00,73,24.9,46.0,10.24
2019-03-20 04:00:00,76,20.7,60.6,10.01
2019-03-20 05:00:00,30,16.4,65.8,9.49
2019-03-20 06:00:00,37,14.6,24.3,10.88
2019-03-20 07:00:00,43,21.1,52.4,9.96
2019-03-20 08:00:00,26,18.5,18.6,10.38
2019-03-20 09:00:00,18,28.3,41.9,10.13
2019-03-20 10:00:00,15,35.8,71.5,9.21
2019-03-20 11:00:00,69,36.4,72.7,10.7
2019-03-20 12:00:00,29,21.9,23.8,9.8
2019-03-20 13:00:00,34,14.4,36.8,10.35
2019-03-20 14:00:00,13,21.5,39.2,10.29
2019-03-20 15:00:00,76,19.3,52.1,10.55
2019-03-20 16:00:00,24,25.5,29.4,9.16
2019-03-20 17:00:00,43,29.2,47.2,10.89
2019-03-20 18:00:00,58,33.3,61.2,9.26
2019-03-20 19:00:00,66,22.3,52.8,10.98
2019-03-20 20:00:00,69,17.8,23.9,10.42
2019-03-20 21:00:00,55,28.8,75.4,9.06
2019-03-20 22:00:00,36,16.3,71.5,9.05
2019-03-20 23:00:00,19,25.9,42.2,9.58
2019-03-21 00:00:00,15,15.2,76.8,9.41
2019-03-21 01:00:00,56,31.8,38.6,9.07
2019-03-21 02:00:00,10,25.7,45.3,9.1
2019-03-21 03:00:00,13,24.4,12.1,9.32
2019-03-21 04:00:00,44,15.7,71.7,9.11
2019-03-21 05:00:00,10,22.1,24.0,9.57
2019-03-21 06:00:00,39,15.9,33.4,10.04
2019-03-21 07:00:00,21,21.1,43.8,9.48
2019-03-21 08:00:00,75,21.7,34.0,9.93
2019-03-21 09:00:00,55,36.9,38.8,9.92
2019-03-21 10:00:00,51,21.8,75.6,9.05
2019-03-21 11:00:00,67,23.7,41.4,10.17
2019-03-21 12:00:00,36,19.8,29.3,9.9
2019-03-21 13:00:00,27,17.2,39.0,10.23
2019-03-21 14:00:00,42,27.6,60.9,10.93
2019-03-21 15:00:00,16,14.4,40.1,9.16
2019-03-21 16:00:00,69,33.8,39.3,10.68
2019-03-21 17:00:00,43,37.4,26.1,9.59
2019-03-21 18:00:00,62,21.4,34.3,10.51
2019-03-21 19:00:00,27,31.5,25.2,10.11
2019-03-21 20:00:00,13,23.6,79.1,10.31
2019-03-21 21:00:00,43,33.8,26.5,9.56
2019-03-21 22:00:00,74,22.0,41.3,10.4
2019-03-21 23:00:00,27,28.7,62.9,10.22
2019-03-22 00:00:00,50,21.3,33.1,10.23
2019-03-22 01:00:00,46,19.6,38.4,10.15
2019-03-22 02:00:00,12,16.5,15.7,9.81
2019-03-22 03:00:00,51,28.1,73.0,10.48
2019-03-22 04:00:00,18,33.4,75.9,10.78
2019-03-22 05:00:00,73,25.2,15.1,10.6
2019-03-22 06:00:00,70,22.2,23.8,9.65
2019-03-22 07:00:00,69,17.1,23.7,9.01
2019-03-22 08:00:00,66,29.9,70.6,10.91
2019-03-22 09:00:00,19,32.2,31.2,10.2
2019-03-22 10:00:00,37,21.0,66.6,10.36
2019-03-22 11:00:00,49,29.3,55.9,10.59
2019-03-22 12:00:00,54,22.3,49.6,10.64
2019-03-22 13:00:00,29,28.5,37.6,9.07
2019-03-22 14:00:00,59,36.2,52.2,10.12
2019-03-22 15:00:00,22,19.1,24.3,9.8
2019-03-22 16:00:00,63,32.9,12.3,9.67
2019-03-22 17:00:00,56,21.5,46.6,10.7
2019-03-22 18:00:00,63,27.5,13.1,9.47
2019-03-22 19:00:00,18,37.2,56.0,9.86
2019-03-22 20:00:00,39,18.5,51.7,9.12
2019-03-22 21:00:00,27,34.0,30.5,9.38
2019-03-22 22:00:00,15,17.6,54.4,9.77
2019-03-22 23:00:00,62,14.2,26.0,9.43
2019-03-23 00:00:00,15,29.6,69.2,9.73
2019-03-23 01:00:00,79,35.6,75.3,10.07
2019-03-23 02:00:00,39,24.1,42.3,10.24
2019-03-23 03:00:00,26,15.5,70.7,9.08
2019-03-23 04:00:00,14,37.6,55.8,10.73
2019-03-23 05:00:00,64,32.2,28.8,9.61
2019-03-23 06:00:00,36,18.0,73.4,9.3
2019-03-23 07:00:00,63,31.3,51.0,9.85
2019-03-23 08:00:00,51,24.1,39.7,10.3
2019-03-23 09:00:00,60,33.5,66.2,9.92
2019-03-23 10:00:00,32,26.7,29.4,9.66
2019-03-23 11:00:00,78,17.7,71.4,9.08
2019-03-23 12:00:00,31,20.9,24.4,9.31
2019-03-23 13:00:00,38,15.9,44.1,9.39
2019-03-23 14:00:00,58,32.1,40.8,10.87
2019-03-23 15:00:00,40,34.3,65.7,9.54
2019-03-23 16:00:00,13,16.2,67.5,10.58
2019-03-23 17:00:00,64,19.2,65.7,9.13
2019-03-23 18:00:00,49,21.8,68.1,10.84
2019-03-23 19:00:00,58,14.7,41.8,9.01
2019-03-23 20:00:00,51,30.5,33.0,9.4
2019-03-23 21:00:00,62,35.5,22.7,10.97
2019-03-23 22:00:00,53,34.9,52.7,9.23
2019-03-23 23:00:00,68,29.8,49.0,10.6
2019-03-24 00:00:00,12,33.3,37.1,9.03
2019-03-24 01:00:00,51,26.5,75.9,10.46
2019-03-24 02:00:00,19,23.6,52.4,9.61
2019-03-24 03:00:00,25,22.3,49.8,9.72
2019-03-24 04:00:00,15,18.7,60.9,10.37
2019-03-24 05:00:00,37,36.7,29.3,9.66
2019-03-24 06:00:00,67,14.2,61.3,9.57
2019-03-24 07:00:00,33,36.0,29.6,10.96
2019-03-24 08:00:00,64,14.4,60.3,9.1
2019-03-24 09:00:00,37,27.0,37.3,9.82
2019-03-24 10:00:00,51,36.0,65.9,10.56
2019-03-24 11:00:00,64,33.8,58.0,9.65
2019-03-24 12:00:00,31,32.5,79.9,9.6
2019-03-24 13:00:00,21,17.2,76.6,9.35
2019-03-24 14:00:00,40,19.8,23.3,10.2
2019-03-24 15:00:00,22,32.9,54.3,9.34
2019-03-24 16:00:00,30,30.2,26.3,10.71
2019-03-24 17:00:00,16,20.2,17.5,9.41
2019-03-24 18:00:00,65,30.0,30.1,10.58
2019-03-24 19:00:00,36,16.5,29.3,10.66
2019-03-24 20:00:00,15,22.1,56.7,10.53
2019-03-24 21:00:00,59,15.7,36.5,9.55
2019-03-24 22:00:00,50,24.5,27.9,9.41
2019-03-24 23:00:00,52,29.6,43.3,10.38
2019-03-25 00:00:00,33,21.2,57.9,9.08
2019-03-25 01:00:00,60,33.0,29.5,10.43
2019-03-25 02:00:00,67,20.5,15.0,10.94
2019-03-25 03:00:00,30,36.1,24.2,10.91
2019-03-25 04:00:00,74,27.0,54.5,9.9
2019-03-25 05:00:00,49,17.3,47.0,9.47
2019-03-25 06:00:00,18,25.7,76.8,10.89
2019-03-25 07:00:00,14,27.1,30.7,9.9
2019-03-25 08:00:00,21,20.2,58.1,9.96
2019-03-25 09:00:00,37,34.7,63.3,9.66
2019-03-25 10:00:00,38,33.9,65.5,10.3
2019-03-25 11:00:00,54,29.4,18.8,10.05
2019-03-25 12:00:00,73,17.6,48.8,9.14
2019-03-25 13:00:00,52,34.4,44.4,10.82
2019-03-25 14:00:00,11,15.3,77.7,9.98
2019-03-25 15:00:00,19,25.2,18.4,9.79
2019-03-25 16:00:00,63,29.6,66.1,9.19
2019-03-25 17:00:00,17,29.7,13.0,9.4
2019-03-25 18:00:00,42,35.2,56.1,10.06
2019-03-25 19:00:00,24,37.3,19.0,10.78
2019-03-25 20:00:00,26,24.5,40.7,10.28
2019-03-25 21:00:00,77,17.0,37.4,9.01
2019-03-25 22:00:00,72,17.8,32.9,9.01
2019-03-25 23:00:00,75,33.7,39.5,9.18
2019-03-26 00:00:00,43,35.0,63.4,10.65
2019-03-26 01:00:00,44,16.3,79.0,10.65
2019-03-26 02:00:00,70,33.5,34.2,10.58
2019-03-26 03:00:00,34,19.2,48.2,9.22
2019-03-26 04:00:00,29,27.1,57.7,9.99
2019-03-26 05:00:00,58,19.9,77.8,10.35
2019-03-26 06:00:00,16,29.5,39.5,10.74
2019-03-26 07:00:00,70,29.8,14.8,9.99
2019-03-26 08:00:00,75,17.6,43.7,9.57
2019-03-26 09:00:00,69,25.9,46.8,9.84
2019-03-26 10:00:00,42,15.6,68.4,10.45
2019-03-26 11:00:00,21,31.5,44.3,9.36
2019-03-26 12:00:00,69,33.4,30.8,10.68
2019-03-26 13:00:00,68,23.0,20.2,9.45
2019-03-26 14:00:00,23,32.6,56.5,10.03
2019-03-26 15:00:00,25,34.9,39.5,10.48
2019-03-26 16:00:00,36,23.1,76.5,9.69
2019-03-26 17:00:00,60,34.0,12.6,10.52
2019-03-26 18:00:00,33,15.1,57.4,10.94
2019-03-26 19:00:00,54,15.7,59.1,10.28
2019-03-26 20:00:00,67,28.5,12.2,10.92
2019-03-26 21:00:00,68,34.9,66.4,10.99
2019-03-26 22:00:00,70,19.2,17.0,10.65
2019-03-26 23:00:00,23,25.5,52.5,9.35
2019-03-27 00:00:00,29,15.5,29.2,10.23
2019-03-27 01:00:00,32,33.1,73.5,10.5
2019-03-27 02:00:00,37,34.6,42.2,10.67
2019-03-27 03:00:00,46,25.4,48.4,9.98
2019-03-27 04:00:00,77,34.4,71.9,9.68
2019-03-27 05:00:00,78,16.0,51.5,10.55
2019-03-27 06:00:00,26,26.4,69.8,9.93
2019-03-27 07:00:00,64,18.5,78.6,10.54
2019-03-27 08:00:00,22,35.5,21.0,10.32
2019-03-27 09:00:00,42,31.3,40.0,9.67
2019-03-27 10:00:00,74,23.8,15.7,10.98
2019-03-27 11:00:00,36,28.7,76.3,10.06
2019-03-27 12:00:00,78,24.4,33.5,9.63
2019-03-27 13:00:00,17,27.9,29.3,9.36
2019-03-27 14:00:00,52,33.9,12.9,9.02
2019-03-27 15:00:00,68,36.0,38.5,9.72
2019-03-27 16:00:00,42,33.5,52.9,9.91
2019-03-27 17:00:00,26,15.1,43.5,9.28
2019-03-27 18:00:00,20,21.3,46.7,9.38
2019-03-27 19:00:00,16,18.7,41.9,10.58
2019-03-27 20:00:00,62,36.2,34.0,10.4
2019-03-27 21:00:00,78,29.8,50.9,10.81
2019-03-27 22:00:00,47,23.4,67.3,10.0
2019-03-27 23:00:00,62,30.4,46.2,9.47
2019-03-28 00:00:00,42,27.6,43.9,10.02
2019-03-28 01:00:00,45,35.6,47.8,10.82
2019-03-28 02:00:00,25,34.7,72.2,10.37
2019-03-28 03:00:00,53,34.0,49.0,10.25
2019-03-28 04:00:00,37,22.4,65.3,9.96
2019-03-28 05:00:00,69,35.8,13.0,9.36
2019-03-28 06:00:00,26,24.6,50.4,9.64
2019-03-28 07:00:00,32,15.1,47.1,10.33
2019-03-28 08:00:00,40,31.9,44.3,9.47
2019-03-28 09:00:00,24,27.2,56.5,9.73
2019-03-28 10:00:00,38,32.5,30.9,9.06
2019-03-28 11:00:00,17,22.8,70.3,10.83
2019-03-28 12:00:00,41,24.4,39.8,9.92
2019-03-28 13:00:00,47,14.4,74.5,10.04
2019-03-28 14:00:00,32,34.6,20.1,9.39
2019-03-28 15:00:00,16,37.0,72.9,9.35
2019-03-28 16:00:00,79,30.5,69.1,10.29
2019-03-28 17:00:00,58,37.2,24.8,10.78
2019-03-28 18:00:00,74,19.4,73.1,9.87
2019-03-28 19:00:00,36,30.4,41.9,9.49
2019-03-28 20:00:00,16,27.4,62.9,10.76
2019-03-28 21:00:00,11,30.0,57.8,9.94
2019-03-28 22:00:00,30,28.7,32.6,9.44
2019-03-28 23:00:00,42,16.3,31.1,9.14
2019-03-29 00:00:00,29,26.0,23.4,9.45
2019-03-29 01:00:00,50,27.0,17.0,10.38
2019-03-29 02:00:00,73,16.0,15.2,10.48
2019-03-29 03:00:00,34,14.7,59.4,9.68
2019-03-29 04:00:00,63,22.4,12.5,10.82
2019-03-29 05:00:00,56,18.9,40.8,9.33
2019-03-29 06:00:00,40,26.3,38.2,9.49
2019-03-29 07:00:00,36,28.8,37.1,9.32
2019-03-29 08:00:00,65,35.9,58.0,9.69
2019-03-29 09:00:00,46,20.8,36.0,10.96
2019-03-29 10:00:00,79,18.3,21.9,9.93
2019-03-29 11:00:00,60,16.5,15.4,10.12
2019-03-29 12:00:00,10,28.4,53.6,9.91
2019-03-29 13:00:00,66,29.5,25.2,9.27
2019-03-29 14:00:00,64,36.5,61.1,9.69
2019-03-29 15:00:00,52,16.4,45.5,10.13
2019-03-29 16:00:00,36,21.1,12.7,9.05
2019-03-29 17:00:00,53,34.2,51.4,9.99
2019-03-29 18:00:00,58,16.7,45.4,10.11
2019-03-29 19:00:00,62,30.6,16.4,10.33
2019-03-29 20:00:00,37,35.8,41.5,10.96
2019-03-29 21:00:00,32,37.2,37.4,10.19
2019-03-29 22:00:00,59,31.0,74.3,10.95
2019-03-29 23:00:00,45,16.3,65.5,10.5
2019-03-30 00:00:00,25,26.4,72.4,10.75
2019-03-30 01:00:00,52,15.2,44.0,9.03
2019-03-30 02:00:00,27,29.3,30.5,9.84
2019-03-30 03:00:00,17,31.3,20.1,9.3
2019-03-30 04:00:00,68,32.9,75.0,9.12
2019-03-30 05:00:00,28,20.0,65.5,9.57
2019-03-30 06:00:00,39,16.8,38.0,10.51
2019-03-30 07:00:00,28,25.7,22.4,9.22
2019-03-30 08:00:00,39,28.1,67.7,9.3
2019-03-30 09:00:00,25,22.5,34.4,9.02
2019-03-30 10:00:00,59,16.7,59.4,10.59
2019-03-30 11:00:00,77,35.0,39.8,10.92
2019-03-30 12:00:00,34,23.2,31.1,9.04
2019-03-30 13:00:00,66,15.9,75.8,9.39
2019-03-30 14:00:00,55,30.0,15.8,9.39
2019-03-30 15:00:00,10,32.2,18.5,9.03
2019-03-30 16:00:00,71,16.6,58.3,10.51
2019-03-30 17:00:00,13,21.1,76.7,10.08
2019-03-30 18:00:00,38,33.3,45.0,10.24
2019-03-30 19:00:00,42,35.6,78.3,9.35
2019-03-30 20:00:00,39,26.8,60.2,9.1
2019-03-30 21:00:00,63,15.7,57.6,10.0
2019-03-30 22:00:00,62,22.8,69.4,9.77
2019-03-30 23:00:00,23,25.1,70.2,10.78
2019-03-31 00:00:00,17,18.2,63.5,9.53
2019-03-31 01:00:00,27,22.4,41.4,9.53
2019-03-31 02:00:00,59,19.8,52.1,9.22
2019-03-31 03:00:00,32,19.2,71.8,9.72
2019-03-31 04:00:00,77,23.8,15.3,9.52
2019-03-31 05:00:00,51,18.6,51.4,9.87
2019-03-31 06:00:00,71,34.3,17.4,10.19
2019-03-31 07:00:00,57,25.2,30.3,10.16
2019-03-31 08:00:00,48,23.3,15.1,10.46
2019-03-31 09:00:00,50,33.3,44.8,10.23
2019-03-31 10:00:00,16,19.8,24.4,9.89
2019-03-31 11:00:00,44,19.7,25.3,9.54
2019-03-31 12:00:00,51,20.2,71.9,9.16
2019-03-31 13:00:00,33,34.8,77.9,10.2
2019-03-31 14:00:00,72,35.5,44.3,10.39
2019-03-31 15:00:00,39,33.5,37.8,10.32
2019-03-31 16:00:00,26,27.0,63.0,10.65
2019-03-31 17:00:00,41,30.8,16.8,9.93
2019-03-31 18:00:00,11,37.3,61.9,10.46
2019-03-31 19:00:00,76,15.9,21.6,9.79
2019-03-31 20:00:00,65,33.4,16.8,10.15
2019-03-31 21:00:00,57,35.6,74.6,9.92
2019-03-31 22:00:00,75,27.3,31.0,9.86
2019-03-31 23:00:00,13,15.8,35.4,9.77
2019-04-01 00:00:00,59,14.3,76.8,9.68
2019-04-01 01:00:00,47,37.3,25.0,9.51
2019-04-01 02:00:00,60,28.2,63.8,10.64
2019-04-01 03:00:00,23,33.0,20.0,9.64
2019-04-01 04:00:00,49,33.2,58.9,9.4
2019-04-01 05:00:00,56,19.3,41.8,9.62
2019-04-01 06:00:00,76,28.5,42.4,10.75
2019-04-01 07:00:00,10,15.3,58.1,10.78
2019-04-01 08:00:00,36,33.6,55.3,10.11
2019-04-01 09:00:00,25,26.7,22.2,9.88
2019-04-01 10:00:00,19,15.6,71.1,10.45
2019-04-01 11:00:00,51,26.0,53.0,10.94
2019-04-01 12:00:00,40,22.7,47.6,10.26
2019-04-01 13:00:00,66,16.7,52.2,10.62
2019-04-01 14:00:00,53,30.4,19.8,10.88
2019-04-01 15:00:00,37,24.0,39.5,9.74
2019-04-01 16:00:00,51,32.7,74.8,9.02
2019-04-01 17:00:00,58,16.3,20.9,10.1
2019-04-01 18:00:00,61,14.0,15.6,9.97
2019-04-01 19:00:00,34,21.3,64.2,9.09
2019-04-01 20:00:00,38,19.5,16.0,9.35
2019-04-01 21:00:00,68,34.9,25.4,10.34
2019-04-01 22:00:00,40,32.1,15.2,10.52
2019-04-01 23:00:00,67,17.2,73.1,10.45
2019-04-02 00:00:00,47,29.1,44.2,9.97
2019-04-02 01:00:00,66,29.3,71.9,9.47
2019-04-02 02:00:00,71,18.8,74.9,10.97
2019-04-02 03:00:00,46,29.0,19.0,10.45
2019-04-02 04:00:00,60,34.3,39.0,9.46
2019-04-02 05:00:00,12,19.4,23.1,10.86
2019-04-02 06:00:00,38,23.2,63.4,10.8
2019-04-02 07:00:00,64,28.4,72.6,10.69
2019-04-02 08:00:00,67,34.6,41.4,10.14
2019-04-02 09:00:00,40,26.5,58.0,9.66
2019-04-02 10:00:00,67,14.1,40.0,9.51
2019-04-02 11:00:00,11,18.5,12.1,9.12
2019-04-02 12:00:00,15,21.9,26.4,10.94
2019-04-02 13:00:00,49,37.4,43.8,10.52
2019-04-02 14:00:00,47,21.3,32.2,10.62
2019-04-02 15:00:00,46,33.4,17.2,10.8
2019-04-02 16:00:00,11,26.9,23.7,10.51
2019-04-02 17:00:00,77,22.7,18.6,10.64
2019-04-02 18:00:00,58,36.0,15.0,9.19
2019-04-02 19:00:00,72,28.5,20.3,9.9
